Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
22445,0,0.2319,45,1,0.1556,2782.14,8,0,1,0,2.0
22446,0,0.3052,75,0,0.1643,3128.04,6,0,4,0,1.0
22447,1,0.3882,47,0,0.1146,1472.31,10,2,0,0,1.0
22448,0,0.3543,43,0,0.4955,1982.19,4,1,2,0,0.0
22449,0,0.1206,24,0,0.0327,7290.24,9,0,1,0,0.0
22450,0,0.1976,56,0,0.1446,1203.83,4,0,0,0,
22451,0,0.2501,48,0,0.5376,4576.82,6,0,0,0,2.0
22452,0,0.2043,22,1,0.1932,2321.9,9,0,1,0,0.0
22453,0,0.2676,52,0,0.4369,6092.18,5,0,2,0,1.0
22454,1,0.3646,67,1,3.0,4960.84,8,0,0,0,2.0
22455,0,0.5743,64,0,0.1323,1860.94,5,0,1,0,1.0
22456,0,0.2409,69,1,0.2489,4887.56,10,0,1,0,2.0
22457,0,0.2155,31,0,0.0673,,9,0,0,0,1.0
22458,0,0.6481,78,0,0.3547,10021.86,8,0,2,0,0.0
22459,0,0.3805,53,1,0.053,3292.38,7,0,1,0,3.0
22460,0,0.2146,44,0,2.2902,2388.02,11,0,0,0,3.0
22461,0,0.276,41,0,0.3767,2255.35,10,0,0,0,1.0
22462,0,0.1368,57,0,0.1319,,7,0,0,1,1.0
22463,0,0.0653,46,1,0.1357,2464.46,8,0,0,0,0.0
22464,0,0.2256,70,0,0.0617,5003.34,8,0,2,0,0.0
22465,0,0.5229,62,0,0.065,2137.62,10,0,0,0,0.0
22466,0,0.4499,39,0,3.0,1681.58,12,0,1,0,0.0
22467,0,0.0768,25,1,0.4001,6416.13,8,0,0,0,0.0
22468,0,0.4071,32,0,0.0647,7845.64,7,0,2,0,1.0
22469,1,0.4875,66,0,0.3015,1753.75,8,0,2,0,0.0
22470,0,0.2548,22,1,0.1859,,5,0,0,1,2.0
22471,0,0.1766,69,0,0.1234,7226.74,2,1,2,0,0.0
22472,0,0.2805,21,0,0.6826,4173.18,8,0,3,0,1.0
22473,0,0.1275,28,0,1.4885,9266.57,4,0,2,0,0.0
22474,0,0.445,35,1,0.2745,,5,0,0,0,0.0
22475,0,0.3672,59,0,0.5539,4248.76,9,0,2,0,0.0
22476,0,0.6474,66,0,0.5017,,4,0,2,0,0.0
22477,1,0.2307,47,0,0.1531,1527.36,10,0,1,0,1.0
22478,1,0.5434,32,0,0.574,1300.45,4,0,0,1,0.0
22479,0,0.2287,23,0,0.0604,2964.3,6,0,0,0,2.0
22480,0,0.161,72,0,0.368,8112.54,6,0,0,0,0.0
22481,0,0.3904,70,0,0.4511,1453.36,1,0,1,0,
22482,0,0.3385,33,1,0.0918,2775.67,5,1,0,0,2.0
22483,0,0.3418,64,1,1.5052,947.02,8,0,0,0,2.0
22484,0,0.2284,57,0,1.342,7975.45,7,0,0,0,0.0
22485,0,0.1451,26,1,0.0389,1717.26,8,0,0,0,1.0
22486,1,0.3842,60,0,0.6413,14807.73,6,0,0,1,6.0
22487,0,0.2095,76,0,1.3915,4180.96,9,0,1,1,0.0
22488,0,0.4592,51,0,0.835,,4,0,0,0,0.0
22489,0,0.3009,44,1,0.2974,897.74,6,0,0,1,1.0
22490,1,0.178,30,0,0.1686,534.31,11,0,0,0,0.0
22491,1,0.3744,53,0,1.3951,2312.56,6,0,1,0,0.0
22492,0,0.0555,44,0,0.7324,3115.06,7,1,1,0,1.0
22493,0,0.2976,26,0,0.0461,4687.42,9,0,0,1,1.0
22494,0,0.1704,22,0,0.2042,8894.82,12,0,0,0,4.0
22495,0,0.0453,68,0,1.0302,,9,1,2,0,0.0
22496,0,0.1487,39,1,1.1976,2247.1,10,0,1,0,0.0
22497,0,0.3521,48,0,0.8393,2580.94,8,0,0,0,3.0
22498,0,0.2849,20,0,0.117,3910.04,7,0,0,0,1.0
22499,0,0.5714,47,0,0.035,1268.32,10,0,1,0,1.0
22500,1,0.4764,38,1,0.9733,,12,1,3,0,0.0
22501,0,0.1757,52,0,0.1142,3800.7,11,1,1,0,0.0
22502,0,0.127,23,0,0.052,1175.05,9,0,0,0,3.0
22503,0,0.4289,45,0,0.2418,,5,0,1,0,1.0
22504,0,0.1658,49,0,3.0,644.75,11,0,3,0,1.0
22505,0,0.2618,59,0,0.0811,,6,0,3,0,2.0
22506,0,0.2925,54,2,0.1574,1174.41,11,0,0,0,0.0
22507,0,0.4859,79,0,0.7103,,13,0,0,0,0.0
22508,0,0.335,42,0,0.8999,1634.88,6,0,1,0,2.0
22509,0,0.1924,49,0,0.1911,6652.74,9,0,1,0,0.0
22510,0,0.3203,52,0,0.3521,,12,1,2,0,2.0
22511,0,0.3017,39,0,0.7515,1283.02,11,0,0,0,0.0
22512,0,0.2974,41,2,1.1651,1863.0,7,0,0,0,0.0
22513,0,0.2007,56,1,0.404,2734.8,8,0,0,0,1.0
22514,0,0.0938,71,0,0.8233,1441.49,8,0,2,0,0.0
22515,0,0.12,47,0,0.1038,4474.8,5,0,0,0,0.0
22516,0,0.059,67,0,0.6831,1147.27,6,0,0,0,0.0
22517,0,0.2506,49,0,1.2169,4638.18,9,0,1,0,0.0
22518,0,0.0903,48,0,0.3013,,9,0,0,0,1.0
22519,0,0.2186,40,0,0.184,5133.06,8,0,1,1,2.0
22520,0,0.1623,57,2,1.1524,3002.04,6,0,2,0,3.0
22521,0,0.0939,50,1,0.0236,5054.29,8,0,0,0,1.0
22522,1,0.0741,42,0,0.8813,4390.03,10,0,1,0,2.0
22523,0,0.674,53,0,0.0388,2667.16,4,0,1,0,0.0
22524,1,0.3309,41,1,0.7171,4473.27,5,0,0,0,0.0
22525,0,0.6059,48,0,1.3236,,3,0,1,0,0.0
22526,0,0.2339,75,0,0.2169,866.54,9,0,1,0,0.0
22527,0,0.3562,56,0,3.0,731.18,8,0,1,0,0.0
22528,0,0.5666,63,0,0.5051,7509.45,6,0,2,0,0.0
22529,0,0.4418,30,0,0.2899,,11,0,2,0,0.0
22530,0,0.1061,27,0,1.3024,8232.3,10,0,1,0,1.0
22531,0,0.1128,40,1,0.0153,2805.36,6,0,1,0,1.0
22532,0,0.067,35,0,0.0467,,6,0,1,0,
22533,0,0.2097,49,0,0.1931,,5,1,2,0,0.0
22534,0,0.3889,50,0,0.1692,,5,0,0,0,0.0
22535,0,0.3444,53,1,2.902,4547.39,8,0,1,0,0.0
22536,0,0.1275,45,0,0.8555,5060.55,9,0,2,0,0.0
22537,0,0.2953,33,1,0.1406,3405.23,6,0,3,0,0.0
22538,0,0.1202,33,0,1.3202,,5,0,0,0,2.0
22539,0,0.3255,35,0,0.3853,4143.15,8,0,0,0,
22540,0,0.3324,25,1,0.1541,14851.89,12,0,3,1,0.0
22541,1,0.333,59,0,1.9844,1776.86,7,0,2,0,1.0
22542,0,0.2339,33,0,0.6699,2589.84,9,0,3,1,1.0
22543,1,0.4804,72,2,0.187,,12,0,0,0,0.0
22544,0,0.5565,73,0,0.1104,,6,0,3,0,3.0
22545,0,0.3763,28,0,3.0,3594.52,9,0,0,0,1.0
22546,0,0.358,23,1,0.0872,1229.33,7,0,0,0,1.0
22547,0,0.4186,18,0,0.6122,,9,0,1,1,1.0
22548,0,0.2219,79,0,0.2413,2811.65,10,0,1,0,1.0
22549,0,0.3024,78,1,1.5539,3008.19,6,1,1,0,1.0
22550,0,0.1514,78,0,0.7394,5448.49,4,1,1,0,0.0
22551,0,0.2133,29,1,0.3998,6989.68,8,0,3,0,0.0
22552,0,0.3817,74,1,0.5908,1681.3,9,0,0,0,
22553,1,0.3139,55,1,0.5159,11674.65,10,0,0,0,1.0
22554,0,0.3922,45,0,0.3794,1061.41,10,0,2,0,1.0
22555,0,0.2917,62,1,0.9204,1839.83,13,0,1,0,2.0
22556,0,0.4002,75,0,0.4866,2590.76,4,0,0,0,0.0
22557,0,0.3323,34,0,0.4626,4953.48,6,0,3,0,0.0
22558,0,0.4901,18,0,0.6845,,7,0,1,1,0.0
22559,1,0.166,49,2,0.1021,14270.81,7,0,0,0,0.0
22560,0,0.0842,25,0,0.036,,10,0,0,0,0.0
22561,0,0.5138,71,1,0.0482,8955.74,12,0,1,0,1.0
22562,0,0.1404,57,1,0.5301,2264.46,5,0,0,0,1.0
22563,0,0.1826,73,0,0.318,3233.31,12,1,2,0,0.0
22564,0,0.3046,60,0,0.063,639.21,5,0,2,0,1.0
22565,0,0.0954,63,0,0.1196,5089.94,9,0,1,1,0.0
22566,0,0.3614,41,1,0.2194,2716.53,8,0,2,1,0.0
22567,0,0.1821,27,1,2.16,6879.38,10,1,1,0,2.0
22568,0,0.231,64,0,1.4917,1142.85,6,0,1,0,0.0
22569,0,0.5064,56,1,2.7023,8233.78,9,0,3,0,1.0
22570,0,0.725,56,0,1.6729,910.26,9,0,2,0,0.0
22571,0,0.3339,27,0,0.8759,,12,0,0,0,
22572,0,0.3662,53,0,2.767,1089.53,9,0,3,0,0.0
22573,0,0.0826,42,0,2.1459,11939.33,10,0,2,0,1.0
22574,0,0.2167,77,1,0.5361,5887.78,9,0,3,1,0.0
22575,0,0.0368,67,1,0.3681,9242.12,11,0,1,1,0.0
22576,0,0.3007,76,0,0.0119,2515.96,11,0,1,0,1.0
22577,0,0.3099,74,0,0.5436,2432.14,5,0,1,1,1.0
22578,0,0.2614,27,0,0.2486,2941.46,3,0,1,0,2.0
22579,0,0.2401,36,0,1.2014,2750.49,6,0,1,0,2.0
22580,1,0.367,63,1,0.796,2296.39,8,0,1,0,1.0
22581,0,0.6714,62,2,0.6715,,8,0,0,0,1.0
22582,0,0.0966,32,1,1.8992,6889.2,12,1,0,1,0.0
22583,0,0.145,33,1,0.6646,5964.25,13,0,1,0,1.0
22584,0,0.0798,19,0,0.3202,1332.37,11,0,0,0,1.0
22585,0,0.2702,46,0,0.077,4983.39,5,0,2,0,1.0
22586,0,0.1597,21,0,0.1313,1137.31,7,0,0,0,0.0
22587,0,0.2407,70,1,0.1714,8598.36,11,0,2,0,2.0
22588,0,0.2035,67,0,0.1032,1552.47,11,1,1,0,0.0
22589,0,0.3959,46,0,0.1523,5277.51,10,0,0,1,0.0
22590,0,0.1688,48,0,1.1727,4726.9,8,0,0,0,1.0
22591,1,0.174,34,2,1.4111,2444.54,10,0,2,0,1.0
22592,0,0.1778,27,1,0.2232,2314.48,6,0,1,0,1.0
22593,0,0.5729,44,0,0.8898,2575.77,11,0,1,1,1.0
22594,1,0.2165,70,1,0.7154,4261.06,10,0,0,0,0.0
22595,0,0.2015,58,1,0.3976,5462.68,5,0,1,0,0.0
22596,0,0.0395,32,1,0.3162,14236.34,10,0,0,0,0.0
22597,0,0.1817,77,0,0.238,10222.32,8,0,1,0,2.0
22598,0,0.213,61,0,0.0935,4540.91,4,0,1,0,1.0
22599,0,0.1691,48,0,0.2624,3643.28,8,0,0,0,3.0
22600,0,0.1452,38,1,0.3377,2077.08,7,0,0,0,2.0
22601,0,0.3359,77,1,3.0,4770.07,10,1,1,0,1.0
22602,0,0.1614,76,0,0.1037,7922.23,8,0,2,0,2.0
22603,0,0.362,75,0,2.8686,,7,0,0,0,0.0
22604,0,0.1213,58,1,2.1253,,4,0,0,0,3.0
22605,0,0.1492,63,0,0.042,1990.75,7,0,2,0,0.0
22606,0,0.0701,62,0,0.4771,,7,0,2,0,1.0
22607,0,0.3903,77,0,0.2603,5033.03,5,0,1,0,0.0
22608,1,0.1771,43,0,0.5631,6948.97,14,0,0,0,1.0
22609,0,0.1518,55,0,0.4945,3572.91,11,0,2,0,1.0
22610,1,0.1335,68,4,0.5484,,8,0,1,0,1.0
22611,0,0.1715,53,3,2.4387,6368.46,9,0,3,0,0.0
22612,0,0.158,69,0,0.081,,15,0,0,0,1.0
22613,0,0.2201,34,0,0.2923,2022.22,14,0,1,0,1.0
22614,0,0.4145,68,0,0.1131,9915.28,12,0,1,0,1.0
22615,0,0.3944,20,1,0.3938,4991.16,13,0,5,1,3.0
22616,0,0.1427,78,0,0.3423,,6,0,0,0,1.0
22617,0,0.5691,31,1,0.4281,2071.7,8,0,3,0,0.0
22618,0,0.2652,66,0,0.3584,718.86,11,0,3,0,0.0
22619,0,0.412,30,2,0.723,4234.32,8,0,1,1,1.0
22620,0,0.3161,58,0,0.3228,4252.78,10,0,1,0,0.0
22621,0,0.1942,44,0,0.7661,4893.41,6,0,1,0,1.0
22622,0,0.1251,18,0,0.112,3029.28,8,0,0,1,1.0
22623,0,0.1451,74,0,0.3588,2043.34,4,0,1,0,0.0
22624,0,0.5953,34,0,0.2387,,5,0,2,1,0.0
22625,0,0.7186,65,0,0.255,7304.39,10,0,3,1,1.0
22626,0,0.367,67,0,2.322,4446.47,10,0,3,1,0.0
22627,1,0.352,51,3,0.5737,,8,1,0,0,0.0
22628,0,0.2096,31,0,1.0421,2666.12,12,0,4,0,2.0
22629,0,0.4842,71,0,0.1548,1922.85,12,0,2,0,0.0
22630,0,0.168,72,0,0.6683,9247.6,7,0,0,1,1.0
22631,0,0.5625,76,0,0.2722,2600.28,6,0,0,0,1.0
22632,0,0.2383,34,0,1.7851,8633.32,9,0,0,0,3.0
22633,0,0.5122,20,1,0.0758,3537.0,5,0,2,0,0.0
22634,1,0.61,51,1,0.282,2271.01,9,0,0,0,1.0
22635,0,0.1962,57,1,3.0,1546.0,11,0,0,0,1.0
22636,0,0.2513,42,0,0.6311,2364.35,6,0,0,0,1.0
22637,0,0.1292,78,2,1.0478,3053.37,8,0,0,0,2.0
22638,1,0.0757,19,0,0.7643,1383.78,8,0,0,0,0.0
22639,0,0.2355,51,0,0.3922,,9,0,2,0,1.0
22640,0,0.1708,43,0,0.0951,1671.61,10,0,1,1,1.0
22641,0,0.0351,48,0,0.139,1090.59,8,0,0,0,0.0
22642,0,0.1317,26,0,0.0591,1200.91,9,0,2,0,0.0
22643,0,0.2502,47,0,0.0649,,5,0,0,0,0.0
22644,0,0.5411,37,0,0.9256,4441.0,7,0,1,0,0.0
22645,0,0.3092,38,0,0.0317,9538.82,8,0,0,0,1.0
22646,1,0.64,46,0,0.259,,7,1,1,0,0.0
22647,0,0.2642,76,0,0.4908,3819.43,13,0,1,1,1.0
22648,0,0.2017,42,0,0.2477,2880.43,9,1,3,0,0.0
22649,0,0.046,55,0,1.8738,,7,0,1,1,0.0
22650,0,0.1541,75,1,0.9861,3942.12,7,0,0,0,0.0
22651,0,0.1725,61,0,0.591,,7,0,1,0,0.0
22652,0,0.1995,42,0,2.356,,6,0,1,0,2.0
22653,0,0.4669,26,1,0.367,9878.52,10,1,2,0,0.0
22654,0,0.4029,56,0,0.5066,4606.06,8,0,1,0,0.0
22655,0,0.2444,79,0,0.3508,,7,0,2,0,0.0
22656,0,0.1684,61,0,0.5123,4366.0,6,1,1,0,1.0
22657,0,0.538,43,0,0.1885,,5,0,1,0,
22658,0,0.1118,74,0,1.4581,3040.18,10,0,1,0,3.0
22659,0,0.5401,54,1,3.0,4907.47,11,1,2,0,
22660,0,0.2903,33,0,2.332,,13,0,1,0,1.0
22661,0,0.1941,54,0,0.4167,,3,0,0,0,1.0
22662,0,0.634,29,2,0.2489,,11,1,3,0,0.0
22663,0,0.0692,41,0,0.0912,4722.73,6,0,1,0,2.0
22664,0,0.2555,43,0,0.8351,6399.27,4,0,1,0,0.0
22665,0,0.1492,37,0,1.3643,2567.09,6,1,3,0,1.0
22666,0,0.4608,26,0,0.7087,4153.33,10,0,2,0,1.0
22667,0,0.2619,40,0,0.4569,2868.4,8,0,2,0,1.0
22668,0,0.3336,56,0,0.2314,4652.78,13,0,1,0,0.0
22669,0,0.293,46,0,0.2197,2795.17,9,0,1,0,0.0
22670,0,0.4775,48,0,0.1617,10507.74,6,1,1,0,1.0
22671,0,0.2543,36,0,0.1196,2565.0,10,1,0,0,0.0
22672,0,0.0674,37,0,0.0417,4076.77,8,0,1,0,1.0
22673,1,0.1908,40,0,0.0924,858.1,9,1,0,0,0.0
22674,0,0.1864,60,0,0.7743,6966.01,12,2,3,0,1.0
22675,0,0.2476,44,0,0.6596,1330.2,9,0,0,1,0.0
22676,0,0.3584,47,0,0.1051,1925.03,8,0,0,0,1.0
22677,0,0.1948,38,0,0.7035,1272.15,12,0,4,0,2.0
22678,0,0.2601,61,0,0.1413,1116.24,10,0,1,0,0.0
22679,0,0.3149,52,1,0.0984,,9,0,1,0,2.0
22680,0,0.1794,66,1,0.3295,,6,1,0,0,3.0
22681,0,0.4423,24,1,0.371,1089.69,13,1,0,0,0.0
22682,0,0.3097,39,0,0.261,1044.55,6,0,2,0,0.0
22683,0,0.488,27,1,0.6517,6574.09,5,0,1,1,2.0
22684,0,0.313,40,0,0.0526,2347.18,3,0,3,0,2.0
22685,0,0.4203,32,1,1.3837,2922.96,4,0,2,0,2.0
22686,1,0.314,47,0,0.9212,5770.59,7,0,1,0,1.0
22687,0,0.4758,51,1,0.1893,4578.48,7,0,0,0,0.0
22688,0,0.1802,30,1,0.2689,,9,0,1,0,2.0
22689,0,0.1893,77,0,2.1922,7366.29,7,0,2,0,
22690,0,0.3128,21,0,0.3856,,8,0,0,0,0.0
22691,1,0.1482,35,1,1.3238,2439.97,13,0,2,0,2.0
22692,0,0.4953,73,0,1.1717,5711.62,11,0,1,0,0.0
22693,0,0.2855,40,1,0.9664,11009.89,14,0,2,0,4.0
22694,0,0.3862,50,0,0.8378,11892.54,7,0,1,0,0.0
22695,0,0.1608,51,0,0.2654,,9,0,1,0,0.0
22696,0,0.2391,51,1,0.0337,3188.17,9,0,0,0,1.0
22697,0,0.1772,53,0,0.1841,4271.9,6,0,3,0,0.0
22698,0,0.3134,52,0,0.277,2698.97,12,0,0,0,2.0
22699,0,0.0457,34,1,0.2254,4922.64,6,0,1,0,0.0
22700,0,0.2023,45,0,1.4341,14716.92,13,0,0,0,1.0
22701,1,0.0719,31,1,0.2288,1611.87,5,0,0,0,1.0
22702,0,0.4554,51,0,0.4388,1257.41,15,0,3,0,1.0
22703,0,0.1777,65,0,0.4887,,9,0,2,0,0.0
22704,0,0.4617,28,0,0.1182,2186.14,12,0,1,0,0.0
22705,0,0.2307,74,1,0.4592,4857.69,14,1,0,0,2.0
22706,0,0.0709,30,1,0.3301,3467.18,6,0,0,0,4.0
22707,0,0.3864,50,1,0.4687,2656.3,15,0,0,0,1.0
22708,0,0.0204,74,1,0.0596,1866.29,12,0,0,0,1.0
22709,0,0.1573,72,0,0.1863,3237.5,10,0,1,1,0.0
22710,0,0.5338,19,0,0.3106,2301.62,10,0,1,0,0.0
22711,0,0.1859,51,0,1.1139,6611.13,4,1,2,0,
22712,0,0.1772,70,1,0.1151,3256.04,12,0,2,0,1.0
22713,0,0.5001,46,0,1.541,1240.06,9,0,0,0,1.0
22714,0,0.2801,54,0,3.0,8060.84,6,1,1,1,0.0
22715,0,0.1572,21,0,1.0545,,7,0,0,0,3.0
22716,0,0.4123,29,0,2.5467,13026.4,11,0,0,0,3.0
22717,0,0.2388,43,0,0.1158,,5,0,1,0,2.0
22718,0,0.3344,75,0,0.4842,1730.12,5,0,2,0,1.0
22719,0,0.1589,78,0,3.0,2455.07,5,0,0,0,
22720,0,0.112,45,0,0.2526,2819.79,6,1,0,0,1.0
22721,0,0.2515,20,0,0.0935,2528.13,5,0,0,0,1.0
22722,0,0.3557,37,0,0.2778,1943.42,11,1,1,0,1.0
22723,0,0.0971,27,1,2.6743,2199.82,10,0,1,0,0.0
22724,0,0.2121,69,0,3.0,9606.93,6,0,0,0,1.0
22725,0,0.2297,35,1,0.6383,,9,0,4,1,2.0
22726,0,0.2941,70,1,0.6965,13590.01,7,0,0,0,0.0
22727,0,0.4992,70,0,0.3907,,10,0,1,0,0.0
22728,0,0.2681,70,0,0.3405,2895.66,13,0,0,0,2.0
22729,0,0.2483,44,0,1.0812,,4,0,0,0,0.0
22730,0,0.2507,48,0,0.0636,2088.0,5,0,0,0,1.0
22731,0,0.091,44,0,0.1509,6384.02,9,0,1,1,0.0
22732,1,0.6228,59,0,0.7129,7675.23,11,1,1,0,0.0
22733,0,0.1236,18,0,1.2763,4594.65,6,0,1,0,0.0
22734,0,0.3238,23,0,0.3131,2123.98,6,0,2,0,0.0
22735,0,0.5048,28,0,0.3039,4590.23,9,0,2,0,1.0
22736,0,0.2208,51,1,0.5087,1859.48,7,0,1,0,2.0
22737,0,0.1625,56,0,1.6518,1147.42,10,0,1,0,0.0
22738,0,0.701,37,0,0.2049,3632.62,8,0,1,0,0.0
22739,0,0.1647,70,1,1.2702,966.94,8,2,2,0,1.0
22740,0,0.5071,38,1,0.5423,2262.87,7,0,0,0,2.0
22741,0,0.5481,38,1,1.5281,3915.39,10,0,3,0,2.0
22742,0,0.1489,35,0,0.3406,,2,0,0,0,2.0
22743,0,0.3891,38,1,0.0442,1934.48,9,1,0,1,1.0
22744,0,0.3354,36,1,0.3492,1489.85,5,0,1,0,1.0
22745,0,0.3091,21,1,0.1833,5257.7,10,0,2,0,1.0
22746,0,0.3611,30,1,0.2215,3523.84,7,0,1,1,1.0
22747,1,0.1825,35,0,1.7052,,5,0,1,0,0.0
22748,0,0.365,69,0,0.2378,1068.3,6,0,1,0,1.0
22749,0,0.0445,46,0,0.33,6474.33,9,0,3,0,0.0
22750,0,0.2654,42,0,0.4015,691.0,5,1,3,2,1.0
22751,0,0.1239,73,0,1.1169,3469.25,8,1,1,0,0.0
22752,0,0.1636,30,1,0.1022,,10,0,1,0,1.0
22753,0,0.4855,79,0,1.9093,3278.37,13,0,0,0,0.0
22754,0,0.3526,44,0,0.1477,2546.52,8,0,0,0,1.0
22755,0,0.2019,77,1,0.2292,1464.22,11,0,1,0,0.0
22756,0,0.2429,36,0,0.255,2028.27,9,0,0,0,1.0
22757,0,0.3085,66,0,0.2533,,7,1,1,1,0.0
22758,0,0.1229,18,0,0.1469,2062.19,8,0,0,0,3.0
22759,0,0.2251,55,0,1.7488,4163.32,10,0,0,1,1.0
22760,0,0.2308,36,0,0.179,1688.38,7,0,2,0,2.0
22761,0,0.1042,69,0,0.9546,2448.77,8,0,1,0,0.0
22762,0,0.1746,18,0,0.5032,,8,0,1,0,1.0
22763,0,0.4422,57,1,0.0376,,9,0,1,0,2.0
22764,0,0.3196,34,1,0.4112,2349.12,5,0,2,0,1.0
22765,0,0.3075,38,1,0.2975,7785.67,11,0,3,0,1.0
22766,1,0.0968,39,1,0.5572,1675.0,7,0,1,0,1.0
22767,0,0.4344,32,0,0.3132,,10,0,0,1,3.0
22768,0,0.3154,67,1,0.2189,5700.13,2,0,3,0,2.0
22769,0,0.3859,56,1,3.0,2956.35,7,0,2,0,2.0
22770,0,0.0621,65,1,0.2582,2698.77,6,0,0,1,1.0
22771,0,0.1643,56,1,2.0404,2680.59,10,0,2,0,0.0
22772,0,0.1917,49,1,0.8867,1513.07,8,0,2,0,1.0
22773,0,0.2212,66,1,0.3242,,8,0,3,0,2.0
22774,0,0.6252,21,1,0.162,3200.73,7,0,1,0,0.0
22775,1,0.2732,61,1,0.3124,,8,0,1,1,2.0
22776,0,0.2344,62,0,0.6108,1438.08,6,0,3,0,1.0
22777,0,0.4468,49,0,0.3998,7088.36,8,0,1,0,2.0
22778,0,0.5525,21,0,1.2513,,9,1,1,0,2.0
22779,0,0.3067,70,0,2.6359,,8,0,1,0,1.0
22780,1,0.5135,18,0,0.9376,,9,0,1,0,1.0
22781,0,0.2227,50,0,1.1177,3532.21,9,0,0,1,
22782,0,0.1547,24,0,1.3413,562.77,8,0,1,0,1.0
22783,0,0.1129,26,1,0.0557,,6,0,0,1,1.0
22784,0,0.0849,18,0,1.9335,4688.02,7,0,1,0,1.0
22785,0,0.4397,33,0,0.2627,1886.87,12,0,1,0,0.0
22786,0,0.1783,35,1,0.2144,2612.86,9,0,1,0,0.0
22787,0,0.2965,71,0,0.393,3889.58,13,0,0,0,0.0
22788,1,0.2384,64,1,1.727,,6,0,1,0,3.0
22789,1,0.3536,23,0,1.9443,1961.25,8,0,0,0,1.0
22790,1,0.044,19,0,1.3253,2353.66,6,0,0,0,1.0
22791,0,0.3595,26,0,1.4436,3364.45,10,0,1,0,1.0
22792,0,0.3931,21,0,0.1332,966.79,5,0,2,1,1.0
22793,0,0.2111,62,2,0.4659,3737.84,8,0,2,1,0.0
22794,1,0.7662,40,0,0.0646,2976.81,7,0,2,0,3.0
22795,0,0.1286,71,2,0.2368,3267.37,5,0,2,1,2.0
22796,0,0.4002,60,0,2.7804,1802.12,4,0,0,0,0.0
22797,0,0.4296,62,1,0.016,2920.41,5,0,0,0,0.0
22798,0,0.3463,60,0,0.3932,5910.12,8,0,0,0,1.0
22799,0,0.1128,68,1,0.7671,4874.46,2,0,1,0,0.0
22800,0,0.2828,25,0,0.1148,7143.84,6,0,1,0,1.0
22801,0,0.0789,56,0,0.3005,1611.45,12,0,2,0,0.0
22802,0,0.2949,42,0,0.5715,,9,1,0,0,2.0
22803,0,0.5754,33,0,0.3152,,8,0,0,0,3.0
22804,1,0.0636,52,1,1.4605,618.3,7,0,2,0,1.0
22805,0,0.1279,34,1,0.9912,,6,0,3,1,0.0
22806,0,0.0528,35,0,0.0746,5196.26,5,0,2,0,1.0
22807,0,0.1451,77,1,3.0,8556.72,8,0,0,0,0.0
22808,0,0.6177,44,0,2.6616,1086.62,3,0,0,0,1.0
22809,0,0.1992,32,3,0.2472,3394.58,9,0,2,0,0.0
22810,1,0.3415,77,0,1.0041,2588.78,6,0,1,0,0.0
22811,0,0.3473,34,0,1.4564,6740.16,5,0,2,0,1.0
22812,1,0.272,60,0,0.5115,1144.36,11,0,1,0,2.0
22813,0,0.4839,22,0,0.2958,2534.56,12,0,0,1,3.0
22814,0,0.5473,33,0,0.7308,3231.75,5,0,0,0,0.0
22815,0,0.2383,32,1,1.4542,5085.81,10,0,1,0,1.0
22816,0,0.2931,59,0,1.0858,4045.44,9,0,1,0,2.0
22817,0,0.2248,63,0,0.7432,2958.64,7,0,2,0,1.0
22818,0,0.4361,51,0,0.2268,,12,0,3,1,0.0
22819,0,0.1921,65,2,3.0,2843.57,11,1,2,0,3.0
22820,0,0.2447,36,0,3.0,5123.02,6,0,1,0,0.0
22821,0,0.2365,25,1,1.1875,1697.88,9,0,1,0,0.0
22822,0,0.3148,64,0,0.7713,2568.72,15,0,0,0,2.0
22823,0,0.4934,27,2,0.2208,2569.09,6,2,0,1,3.0
22824,0,0.3189,79,1,0.6897,,10,0,2,1,0.0
22825,0,0.2547,22,1,0.1334,,11,0,2,0,0.0
22826,1,0.2562,69,0,0.1555,,12,0,0,0,0.0
22827,0,0.4872,65,1,0.1694,2606.75,13,0,0,1,
22828,0,0.2773,70,0,0.2781,,11,0,1,1,1.0
22829,0,0.1747,43,0,0.1478,,8,0,0,0,1.0
22830,0,0.3691,39,0,0.3415,970.46,5,0,1,0,0.0
22831,0,0.1151,61,1,0.2988,,5,0,1,0,0.0
22832,0,0.1889,40,0,0.131,3682.53,9,0,1,0,1.0
22833,0,0.1758,79,0,0.4103,2585.47,13,0,1,0,0.0
22834,1,0.4022,30,2,0.1578,,2,0,0,0,0.0
22835,0,0.4779,26,0,0.1291,1446.15,9,0,1,2,1.0
22836,0,0.023,66,0,0.2068,6232.66,10,1,1,0,1.0
22837,0,0.4138,37,0,0.4488,3782.92,14,0,1,0,0.0
22838,0,0.6678,45,2,0.7523,,4,0,2,0,0.0
22839,0,0.6487,61,1,0.2434,2384.87,8,0,1,0,0.0
22840,0,0.3109,74,0,1.2174,3181.19,10,0,2,0,0.0
22841,0,0.2669,54,0,1.2431,,8,0,3,1,1.0
